CustomerId,Profit,Recency,Frequency,Monetary,Variance,labels,Type
829,27786,12,15,8145307.54,94,0,Regular customer
830,132,32,2,5728.32,5,1,Inactive customer
831,250,2,15,6976.49,18,3,New customer
832,448,21,6,2868.52,6,3,New customer
833,106,5,10,1720.64,7,3,New customer
834,263,5,13,9835.83,8,3,New customer
835,1432,5,15,137346.24,32,0,Regular customer
836,2652,25,8,68881.43,5,3,New customer
837,294,14,10,13095.87,20,3,New customer
838,133,6,8,1969.6,6,3,New customer
839,106,6,8,5215.4,11,3,New customer
840,3021,6,19,244349.05,65,0,Regular customer
841,213,12,6,7665.88,17,3,New customer
842,15,10,1,278.85,1,3,New customer
843,213,12,10,7188.65,22,3,New customer
844,220,6,9,9481.37,9,3,New customer
845,192,4,19,3791.97,13,3,New customer
846,18,47,2,161.1,1,1,Inactive customer
847,1478,4,24,90326.14,56,0,Regular customer
848,75,49,8,874.25,7,1,Inactive customer
849,355,5,13,13288.95,23,3,New customer
850,375,6,9,16475.31,8,3,New customer
851,41,5,9,705.26,7,3,New customer
852,151,20,3,3568.77,4,3,New customer
853,102,3,6,1914.9,8,3,New customer
854,1767,5,22,97272.49,60,0,Regular customer
855,188,6,17,6303.24,9,3,New customer
856,15,76,1,70.39,1,1,Inactive customer
857,728,5,16,32955.25,34,0,Regular customer
858,140,10,7,4532.66,9,3,New customer
859,527,4,9,58293.79,34,0,Regular customer
860,120,4,3,812.4,1,3,New customer
861,1881,5,16,105506.26,59,0,Regular customer
862,573,5,9,64052.41,31,3,New customer
863,829,4,24,20503.36,15,0,Regular customer
864,827,6,17,47474.76,26,0,Regular customer
865,377,59,4,3966.05,6,1,Inactive customer
866,451,10,12,21288.87,27,3,New customer
867,636,5,9,28069.56,38,0,Regular customer
868,25428,34,7,142547.06,7,1,Inactive customer
869,1,32,1,7.89,1,1,Inactive customer
870,580,4,18,14664.93,31,0,Regular customer
871,148,7,11,3639.95,13,3,New customer
872,653,6,12,31333.94,15,3,New customer
873,64,13,12,1060.49,7,3,New customer
874,1259,7,17,52100.2,43,0,Regular customer
875,356,3,24,9277.15,13,0,Regular customer
876,150,5,6,3720.72,4,3,New customer
877,10,17,2,197.88,2,3,New customer
878,355,4,13,22050.02,15,3,New customer
879,42397,3,52,779346.49,98,0,Regular customer
880,300,4,2,6999.14,3,3,New customer
881,78,48,4,3660.77,8,1,Inactive customer
882,300,4,2,6999.14,3,3,New customer
883,30,6,3,892.01,8,3,New customer
884,781,4,10,39485.52,35,0,Regular customer
885,4,17,1,37.74,1,3,New customer
886,1100,2,28,52876.97,41,0,Regular customer
887,33,32,6,651.37,5,1,Inactive customer
888,246,1,3,10788.36,8,3,New customer
889,168,3,2,10348.39,11,3,New customer
890,77,5,8,1588.25,7,3,New customer
891,189,17,5,1307.49,5,3,New customer
892,72,11,2,1231.36,4,3,New customer
893,39,13,2,1208.82,4,3,New customer
894,636,4,21,21218.35,30,0,Regular customer
895,1070,48,4,110996.1,39,1,Inactive customer
896,130,4,4,1805.7,7,3,New customer
897,762,5,18,27480.2,33,0,Regular customer
898,309,7,9,26561.31,26,3,New customer
899,430,3,14,9691.09,12,3,New customer
900,160,2,12,1826.9,4,3,New customer
901,407,3,8,18689.3,19,3,New customer
902,113,33,7,2853.13,8,1,Inactive customer
903,160,84,1,1509.6,1,1,Inactive customer
904,8,39,1,58.58,1,1,Inactive customer
905,137,5,7,6971.09,14,3,New customer
906,91,77,1,7312.23,9,1,Inactive customer
907,682,5,14,28299.73,29,0,Regular customer
908,68,3,4,1765.06,9,3,New customer
909,1106,7,20,76640.95,55,0,Regular customer
910,242,7,16,3942.26,13,3,New customer
911,402,4,37,10581.29,14,0,Regular customer
912,82,41,3,2460.26,5,1,Inactive customer
913,180,63,1,3196.5,2,1,Inactive customer
914,310,6,16,8161.62,11,3,New customer
915,158,46,4,1697.56,4,1,Inactive customer
916,1342,3,24,64935.49,55,0,Regular customer
917,980,3,16,38342.38,36,0,Regular customer
918,126,5,7,4173.97,12,3,New customer
919,190,3,8,10416.61,15,3,New customer
920,204,7,11,8821.47,13,3,New customer
921,89,28,5,2508.17,7,3,New customer
922,305,2,18,6989.82,12,3,New customer
923,14,47,1,223.64,2,1,Inactive customer
924,124,4,10,3114.92,10,3,New customer
925,352,3,13,8001.38,18,3,New customer
926,230,4,6,8846.23,14,3,New customer
927,243,7,18,6652.88,23,0,Regular customer
928,143,23,2,7033.32,10,3,New customer
929,130,21,4,9006.19,12,3,New customer
930,1277,6,26,66846.79,41,0,Regular customer
931,268,6,3,2000.76,3,3,New customer
932,72,19,5,646.65,7,3,New customer
933,100,12,8,3086.02,10,3,New customer
934,3851,3,31,233777.88,41,0,Regular customer
935,169,9,12,3301.53,10,3,New customer
936,28,12,5,737.9,5,3,New customer
937,124,10,11,3399.75,7,3,New customer
938,1460,3,10,65198.32,45,0,Regular customer
939,726,4,14,14903.21,21,3,New customer
940,144,3,1,695.76,1,3,New customer
941,13,87,1,298.35,3,1,Inactive customer
942,37692,11,5,19508751.9,109,2,Profitable customer
943,10,17,5,159.33,3,3,New customer
944,273,3,35,3827.59,15,0,Regular customer
945,262,13,11,8513.0,7,3,New customer
946,395,6,14,17208.6,23,3,New customer
947,353,7,19,10957.61,27,0,Regular customer
948,90,11,13,8631.27,23,3,New customer
949,146,4,10,1076.9,5,3,New customer
950,10,21,2,112.66,2,3,New customer
951,1401,12,15,167885.56,55,0,Regular customer
952,192,4,21,3447.44,11,3,New customer
953,189,1,3,6876.27,5,3,New customer
954,60,5,1,299.97,1,3,New customer
955,642,4,13,21839.95,30,0,Regular customer
956,158,7,19,2841.52,15,3,New customer
957,390,4,16,15809.28,22,3,New customer
958,243,23,11,11247.9,21,3,New customer
959,194,4,6,3804.65,10,3,New customer
960,62,48,2,235.6,1,1,Inactive customer
961,986,5,13,55384.84,40,0,Regular customer
962,307,10,21,9710.89,26,0,Regular customer
963,492,3,24,12157.08,37,0,Regular customer
964,60,10,8,1273.4,8,3,New customer
965,20,61,1,112.06,1,1,Inactive customer
966,266,2,13,4043.96,6,3,New customer
967,400,74,1,1880.8,1,1,Inactive customer
968,21,17,14,395.19,5,3,New customer
969,313,28,10,19130.5,28,3,New customer
970,1,32,1,7.29,1,1,Inactive customer
971,197,11,16,2377.08,15,3,New customer
972,699,3,11,31420.29,19,3,New customer
973,391,10,22,11226.3,18,0,Regular customer
974,705,7,19,25141.43,36,0,Regular customer
975,1306,42,7,176922.55,32,1,Inactive customer
976,202,3,26,3318.11,13,0,Regular customer
977,15,3,1,70.39,1,3,New customer
978,135,7,6,2822.96,8,3,New customer
979,1465,3,20,119739.13,41,0,Regular customer
980,3,75,1,73.47,1,1,Inactive customer
981,110,4,11,2338.45,10,3,New customer
982,508,6,18,21756.97,28,0,Regular customer
983,217,4,15,6566.83,14,3,New customer
984,914,5,19,47947.85,36,0,Regular customer
985,141,13,5,803.34,5,3,New customer
986,385,6,14,7040.68,16,3,New customer
987,204,11,2,7303.2,4,3,New customer
988,195,53,5,9492.33,3,1,Inactive customer
989,176,1,3,6611.06,8,3,New customer
990,170,4,12,4606.59,15,3,New customer
991,168,13,7,3126.58,7,3,New customer
992,1230,5,33,50437.95,29,0,Regular customer
993,89,2,20,2293.18,7,3,New customer
994,176,34,8,14005.62,19,1,Inactive customer
995,628,6,12,37634.5,16,3,New customer
996,1012,6,13,49065.75,32,0,Regular customer
997,415,12,5,20737.35,20,3,New customer
998,62,4,5,1514.38,10,3,New customer
999,99,5,4,4879.3,10,3,New customer
1000,28,5,5,263.72,2,3,New customer
1001,196,6,10,2258.38,5,3,New customer
1002,153,4,12,2021.12,8,3,New customer
1003,263,7,22,5131.0,20,0,Regular customer
1004,77,3,9,1626.9,5,3,New customer
1005,6,32,1,59.04,1,1,Inactive customer
1006,101,5,7,4327.82,11,3,New customer
1007,647,2,19,24822.38,23,0,Regular customer
1008,391,3,12,12183.13,24,3,New customer
1009,18,4,2,413.28,3,3,New customer
1010,870,3,24,38000.18,33,0,Regular customer
1011,1106,7,14,98750.65,56,0,Regular customer
1012,515,10,7,31714.6,31,3,New customer
1013,97,5,9,2268.02,12,3,New customer
1014,413,11,9,32792.93,26,3,New customer
1015,8,55,1,75.48,1,1,Inactive customer
1016,894,3,18,31481.53,41,0,Regular customer
1017,20,56,1,188.7,1,1,Inactive customer
1018,158,24,9,3184.62,9,3,New customer
1019,1832,4,37,54592.49,58,0,Regular customer
1020,73,14,7,1117.58,7,3,New customer
1021,269,6,9,9854.03,15,3,New customer
1022,293,20,4,25942.7,12,3,New customer
1023,212,16,11,3999.01,14,3,New customer
1024,488,12,15,25444.51,19,3,New customer
1025,785,2,25,48644.0,40,0,Regular customer
1026,252,2,7,11392.71,23,3,New customer
1027,8,48,1,75.48,1,1,Inactive customer
1028,227,11,5,2316.7,7,3,New customer
1029,80,25,5,768.58,2,3,New customer
1030,1512,18,13,85145.21,40,0,Regular customer
1031,15,10,1,278.85,1,3,New customer
1032,564,3,9,33983.72,21,3,New customer
1033,235,10,15,6655.41,19,3,New customer
1034,231,30,7,9238.58,13,3,New customer
1035,286,3,8,7986.46,18,3,New customer
1036,244,2,13,7112.0,17,3,New customer
1037,203,4,12,7528.02,17,3,New customer
1038,50,91,1,1341.87,3,1,Inactive customer
1039,1122,4,17,95439.7,37,0,Regular customer
1040,465,7,16,33621.13,14,3,New customer
1041,176,18,4,1672.88,2,3,New customer
1042,78,4,4,1469.1,4,3,New customer
1043,169,4,5,3830.8,12,3,New customer
1044,976,5,19,96728.61,49,0,Regular customer
1045,192,25,9,6048.68,9,3,New customer
1046,60,42,1,1074.0,2,1,Inactive customer
1047,97,5,24,1467.54,6,3,New customer
1048,8614,3,32,162014.88,49,0,Regular customer
1049,553,6,19,28819.56,19,0,Regular customer
1050,246,3,15,5858.7,25,0,Regular customer
1051,89,34,3,6725.17,8,1,Inactive customer
1052,133,4,12,2416.52,18,3,New customer
1053,76,46,2,1315.12,5,1,Inactive customer
1054,62,45,3,1227.16,4,1,Inactive customer
1055,327,5,19,9823.36,9,3,New customer
1056,162,3,12,4452.96,11,3,New customer
1057,158,5,6,8108.84,13,3,New customer
1058,15,32,9,248.31,3,1,Inactive customer
1059,2793,3,36,97813.02,40,0,Regular customer
1060,100,4,8,781.14,5,3,New customer
1061,30,51,2,665.25,5,1,Inactive customer
1062,217,2,13,5909.07,20,3,New customer
1063,700,2,17,17014.43,18,3,New customer
1064,979,1,3,113190.15,23,3,New customer
1065,2089,6,23,42282.5,30,0,Regular customer
1066,50,44,3,1165.04,6,1,Inactive customer
1067,291,6,8,8737.86,14,3,New customer
1068,7744,4,25,381228.3,85,0,Regular customer
1069,228,53,5,13096.14,13,1,Inactive customer
1070,628,5,15,24569.16,38,0,Regular customer
1071,475,4,12,23768.47,34,0,Regular customer
1072,26,51,2,444.21,4,1,Inactive customer
1073,270,5,9,8038.11,12,3,New customer
1074,6615,63,1,112525.56,1,1,Inactive customer
1075,366,35,6,20434.58,22,1,Inactive customer
1076,240,9,16,5348.36,9,3,New customer
1077,418,11,10,5261.06,7,3,New customer
1078,117,3,5,1669.98,6,3,New customer
1079,114,11,6,6975.28,14,3,New customer
1080,144,5,7,2206.99,13,3,New customer
1081,46,32,2,2872.58,7,1,Inactive customer
1082,13,16,3,163.33,3,3,New customer
1083,30,5,3,737.92,3,3,New customer
1084,10,44,2,56.03,1,1,Inactive customer
1085,272,4,21,10164.34,20,0,Regular customer
1086,338,3,18,9953.41,22,0,Regular customer
1087,440,4,11,13196.09,34,0,Regular customer
1088,225,16,7,11653.89,26,3,New customer
1089,90,45,1,422.34,1,1,Inactive customer
1090,149,5,5,2851.55,12,3,New customer
1091,1263,6,14,110135.77,53,0,Regular customer
1092,315,1,3,10620.18,7,3,New customer
1093,258,1,2,20117.64,12,3,New customer
1094,176,56,3,2385.92,4,1,Inactive customer
1095,497,11,11,42589.55,26,3,New customer
1096,132,47,3,4405.83,1,1,Inactive customer
1097,36,11,4,525.56,4,3,New customer
1098,199,6,17,4413.81,14,3,New customer
1099,80,35,5,1828.36,6,1,Inactive customer
1100,1348,5,19,56425.56,42,0,Regular customer
1101,1339,4,12,134069.6,52,0,Regular customer
1102,8,23,2,79.28,2,3,New customer
1103,311,6,15,4327.48,9,3,New customer
1104,262,13,11,8513.0,7,3,New customer
1105,338,74,3,14641.83,17,1,Inactive customer
1106,220,3,8,6380.17,9,3,New customer
1107,134,35,3,20186.64,24,1,Inactive customer
1108,4,41,1,49.99,1,1,Inactive customer
1109,64,5,15,1106.94,5,3,New customer
1110,48,46,3,644.4,2,1,Inactive customer
1111,1193,3,13,40797.78,19,3,New customer
1112,818,5,10,69127.49,40,0,Regular customer
1113,1423,33,11,36207.39,28,3,New customer
1114,159,5,11,5986.9,11,3,New customer
1115,48,51,1,1034.76,2,1,Inactive customer
1116,112,10,4,3237.85,12,3,New customer
1117,28,20,3,353.81,4,3,New customer
1118,30,20,1,169.0,1,3,New customer
1119,10,33,1,78.9,1,1,Inactive customer
1120,9218,3,19,504995.78,9,3,New customer
1121,140,39,11,1454.78,3,1,Inactive customer
1122,207,1,2,7168.8,6,3,New customer
1123,712,4,18,20274.49,32,0,Regular customer
1124,15707,2,75,2572371.81,26,0,Regular customer
1125,155,14,2,11225.2,15,3,New customer
1126,397,4,14,7659.55,14,3,New customer
1127,849,5,12,63934.51,36,0,Regular customer
1128,56,4,6,872.4,8,3,New customer
1129,52,65,1,1319.61,3,1,Inactive customer
1130,5034,3,18,191631.99,5,3,New customer
1131,84,41,2,1048.08,2,1,Inactive customer
1132,57175,1,77,27594022.24,139,2,Profitable customer
1133,30,9,3,455.58,4,3,New customer
1134,362,4,12,8510.43,29,0,Regular customer
1135,432,5,5,4374.06,4,3,New customer
1136,232,5,10,2758.86,9,3,New customer
1137,1321,4,20,97847.34,55,0,Regular customer
1138,360,5,1,3196.2,2,3,New customer
1139,450,13,8,21473.15,12,3,New customer
1140,6,33,4,90.04,4,1,Inactive customer
1141,1356,27,8,13511.25,5,3,New customer
1142,24,18,2,343.6,2,3,New customer
1143,1459,3,5,43863.91,9,3,New customer
1144,36,5,1,243.72,1,3,New customer
1145,18,54,1,363.9,2,1,Inactive customer
1146,3193,1,50,85187.16,39,0,Regular customer
1147,87,3,9,904.23,9,3,New customer
1148,1082,4,25,44046.26,49,0,Regular customer
1149,382,14,3,16046.28,13,3,New customer
1150,2191,7,35,55522.8,34,0,Regular customer
1151,480,59,1,18115.2,1,1,Inactive customer
1152,12,18,1,80.92,1,3,New customer
1153,293,7,17,9604.72,26,0,Regular customer
1154,1737,1,3,288184.81,31,3,New customer
1155,373,21,7,11470.05,15,3,New customer
1156,114,5,10,1149.64,5,3,New customer
1157,310,2,13,7992.37,19,3,New customer
1158,12,25,1,113.22,1,3,New customer
1159,36,19,2,333.84,2,3,New customer
1160,2246,2,38,74885.76,28,0,Regular customer
1161,1089,10,5,10194.42,4,3,New customer
1162,36,68,2,400.88,4,1,Inactive customer
1163,432,10,24,8707.73,19,0,Regular customer
1164,302,4,20,5958.22,22,0,Regular customer
1165,300,56,1,1061.0,1,1,Inactive customer
1166,821,2,26,44719.84,50,0,Regular customer
1167,128,47,2,2576.78,5,1,Inactive customer
1168,45,2,8,1141.25,7,3,New customer
1169,267,3,5,15188.27,18,3,New customer
1170,661,3,7,14880.97,4,3,New customer
1171,297,2,16,6849.99,18,3,New customer
1172,151,11,5,3891.41,9,3,New customer
1173,1380,7,14,42870.28,43,0,Regular customer
1174,129,21,5,5066.4,11,3,New customer
1175,3575,1,58,173280.71,47,0,Regular customer
1176,856,3,30,21112.61,14,0,Regular customer
1177,10675,2,60,635018.85,71,0,Regular customer
1178,135,48,3,8127.54,15,1,Inactive customer
1179,201,6,6,2549.52,7,3,New customer
1180,3,66,1,55.77,1,1,Inactive customer
1181,1565,3,28,40911.66,27,0,Regular customer
1182,15,23,6,277.98,4,3,New customer
1183,104,4,3,2134.99,3,3,New customer
1184,3629,2,59,120064.01,35,0,Regular customer
1185,607,10,10,33984.16,35,0,Regular customer
1186,133,45,5,3967.56,10,1,Inactive customer
1187,15,32,1,278.85,1,1,Inactive customer
1188,341,7,16,16562.91,16,3,New customer
1189,653,3,16,32147.22,44,0,Regular customer
1190,125,11,3,1405.94,4,3,New customer
1191,198,12,3,16733.52,18,3,New customer
1192,196,4,13,5602.71,14,3,New customer
1193,153,5,10,3675.1,12,3,New customer
1194,80,10,8,1667.75,3,3,New customer
1195,7249,3,20,179399.24,24,0,Regular customer
1196,50,2,12,698.14,2,3,New customer
1197,355,3,19,8680.32,13,3,New customer
1198,362,4,6,35609.73,26,3,New customer
1199,441,1,3,21790.37,10,3,New customer
1200,823,3,24,43845.59,24,0,Regular customer
1201,48,6,12,1239.02,5,3,New customer
1202,114,13,12,1782.13,9,3,New customer
1203,24,49,2,402.11,2,1,Inactive customer
1204,259,7,15,10074.93,26,0,Regular customer
1205,635,3,13,61436.34,30,0,Regular customer
1206,246,10,12,3554.5,12,3,New customer
1207,90,34,4,939.96,3,1,Inactive customer
1208,153,62,3,2783.03,6,1,Inactive customer
1209,697,6,17,16065.55,29,0,Regular customer
1210,27682,2,60,1816338.45,106,0,Regular customer
1211,231,17,5,12382.92,23,3,New customer
1212,12,46,1,149.97,1,1,Inactive customer
1213,54,3,6,1763.16,9,3,New customer
1214,103,49,3,4624.93,12,1,Inactive customer
1215,176,4,11,5954.4,8,3,New customer
1216,210,14,8,4714.65,3,3,New customer
1217,76,17,15,2766.59,10,3,New customer
1218,216,1,3,7238.85,7,3,New customer
1219,3561,2,50,89848.64,39,0,Regular customer
1220,1423,5,16,56260.78,50,0,Regular customer
1221,1748,5,16,101269.56,44,0,Regular customer
1222,1572,5,18,77353.24,47,0,Regular customer
1223,3608,6,20,287439.87,57,0,Regular customer
1224,173,11,3,12375.18,14,3,New customer
1225,467,4,19,23231.79,34,0,Regular customer
1226,228,48,5,12388.08,15,1,Inactive customer
1227,86,6,12,1806.92,10,3,New customer
1228,7419,3,15,943458.01,77,0,Regular customer
1229,349,3,6,7414.83,10,3,New customer
1230,894,13,10,67585.87,36,0,Regular customer
1231,927,1,3,98155.77,18,3,New customer
1232,19,17,1,216.26,2,3,New customer
1233,28,47,1,520.52,1,1,Inactive customer
1234,43,40,1,489.94,2,1,Inactive customer
1235,168,3,11,4049.6,12,3,New customer
1236,271,6,5,34804.07,23,3,New customer
1237,23,7,5,384.42,4,3,New customer
1238,29,46,1,1252.96,4,1,Inactive customer
1239,22,4,3,271.54,3,3,New customer
1240,141,4,11,4852.78,10,3,New customer
1241,957,4,4,176281.29,69,0,Regular customer
1242,278,11,5,2556.17,4,3,New customer
1243,457,3,14,11091.38,18,3,New customer
1244,174,13,7,2507.23,8,3,New customer
1245,142,7,15,2685.86,19,3,New customer
1246,12,47,1,223.08,1,1,Inactive customer
1247,70,24,3,3696.18,9,3,New customer
1248,25953,3,64,2194894.59,101,0,Regular customer
1249,12,79,1,74.72,1,1,Inactive customer
1250,93,13,9,1941.71,7,3,New customer
1251,119,20,6,3288.04,10,3,New customer
1252,352,6,8,6416.18,11,3,New customer
1253,118,6,10,4738.58,12,3,New customer
1254,913,33,5,132177.97,44,0,Regular customer
1255,24,80,1,299.94,1,1,Inactive customer
1256,1036,4,20,15915.57,19,0,Regular customer
1257,61,25,4,1328.62,7,3,New customer
1258,228,3,12,6624.62,18,3,New customer
1259,876,14,18,26219.78,26,0,Regular customer
1260,615,5,18,14324.23,12,3,New customer
1261,283,3,14,3792.01,14,3,New customer
1262,196,7,10,9977.94,17,3,New customer
1263,381,5,12,9793.63,8,3,New customer
1264,6,11,2,135.84,2,3,New customer
1265,269,4,16,6786.19,7,3,New customer
1266,40,4,2,377.4,1,3,New customer
1267,85,40,3,1112.87,5,1,Inactive customer
1268,102,7,15,2528.28,13,3,New customer
1269,127,18,6,5349.72,10,3,New customer
1270,57,11,6,1900.89,9,3,New customer
1271,292,2,33,11103.09,11,0,Regular customer
1272,390,35,3,8360.04,6,1,Inactive customer
1273,227,7,10,8096.89,15,3,New customer
1274,46114,2,62,6978490.74,104,2,Profitable customer
1275,90,7,7,1354.37,6,3,New customer
1276,405,3,12,13483.56,27,3,New customer
1277,1859,4,20,125824.36,55,0,Regular customer
1278,17,49,4,152.65,3,1,Inactive customer
1279,4,17,1,69.96,1,3,New customer
1280,1308,1,3,138337.02,19,3,New customer
1281,655,6,18,20859.74,14,3,New customer
1282,2,54,1,37.18,1,1,Inactive customer
1283,3012,6,33,79086.96,50,0,Regular customer
1284,232,6,9,3958.93,11,3,New customer
1285,220,63,2,1166.65,2,1,Inactive customer
1286,4,60,1,43.49,1,1,Inactive customer
1287,150,4,10,4529.83,13,3,New customer
1288,8,72,1,142.32,3,1,Inactive customer
1289,6051,3,58,161900.94,58,0,Regular customer
1290,193,47,2,6854.72,10,1,Inactive customer
1291,180,4,2,14647.78,18,3,New customer
1292,88,4,8,787.1,3,3,New customer
1293,20,7,1,753.56,4,3,New customer
1294,262,18,6,4889.27,13,3,New customer
1295,1,79,1,17.49,1,1,Inactive customer
1296,94,10,8,1785.74,10,3,New customer
1297,123,2,7,2177.59,7,3,New customer
1298,330,12,23,33215.65,19,0,Regular customer
1299,216,4,12,10955.78,20,3,New customer
1300,118,7,10,2886.37,13,3,New customer
1301,107,6,9,1645.91,13,3,New customer
1302,751,12,9,50654.0,30,3,New customer
1303,42,62,1,283.22,1,1,Inactive customer
1304,227,5,17,8104.07,20,3,New customer
1305,372,5,24,13929.84,16,0,Regular customer
1306,233,33,8,4490.89,13,1,Inactive customer
1307,1551,1,3,181807.95,23,3,New customer
1308,104,14,5,2976.89,7,3,New customer
1309,745,5,13,35350.48,45,0,Regular customer
1310,96,4,14,1461.63,12,3,New customer
1311,609,14,12,18388.8,27,3,New customer
1312,392,12,8,19389.98,17,3,New customer
1313,1140,10,8,101726.49,33,3,New customer
1314,109,42,2,1607.96,5,1,Inactive customer
1315,70,11,4,1717.52,11,3,New customer
1316,476,5,12,19531.34,21,3,New customer
1317,90,6,7,1208.69,11,3,New customer
1318,4785,54,5,35405.22,6,1,Inactive customer
1319,12227,3,20,511021.63,73,0,Regular customer
1320,112,4,6,2074.17,6,3,New customer
1321,446,2,14,11014.94,24,3,New customer
1322,377,11,6,4695.17,7,3,New customer
1323,497,5,8,27438.85,27,3,New customer
1324,829,2,26,25412.83,28,0,Regular customer
1325,156,17,13,1396.2,2,3,New customer
1326,891,5,8,58022.74,31,3,New customer
1327,1477,7,19,71974.59,43,0,Regular customer
1328,1661,3,20,119669.42,65,0,Regular customer
1329,317,4,33,4046.29,15,0,Regular customer
1330,147,5,11,1459.17,4,3,New customer
1331,5,6,1,39.45,1,3,New customer
1332,12,42,2,118.97,2,1,Inactive customer
1333,191,3,11,3987.51,10,3,New customer
1334,382,4,24,7963.71,12,0,Regular customer
1335,211,5,10,5799.93,18,3,New customer
1336,36,49,2,470.96,4,1,Inactive customer
1337,128,10,5,4011.51,12,3,New customer
1338,828,3,11,66597.32,43,0,Regular customer
1339,152,29,10,2058.72,5,3,New customer
1340,52355,1,77,22862940.66,136,2,Profitable customer
1341,1271,5,19,59923.91,34,0,Regular customer
1342,43,42,4,900.16,5,1,Inactive customer
1343,931,41,9,18649.58,16,1,Inactive customer
1344,1138,6,1,63811.68,17,3,New customer
1345,1266,2,28,24276.93,23,0,Regular customer
1346,3144,5,25,114931.19,45,0,Regular customer
1347,10457,2,56,477034.56,52,0,Regular customer
1348,330,7,26,5022.29,14,0,Regular customer
1349,18,18,3,263.12,3,3,New customer
1350,27,75,1,340.74,2,1,Inactive customer
1351,85,19,5,1007.16,7,3,New customer
1352,1368,7,22,46861.17,47,0,Regular customer
1353,660,4,13,31564.75,32,0,Regular customer
1354,10,3,1,191.52,2,3,New customer
1355,153,19,6,2172.26,7,3,New customer
1356,22,10,2,272.21,3,3,New customer
1357,1326,4,21,77877.76,43,0,Regular customer
1358,1825,7,29,63204.93,54,0,Regular customer
1359,555,67,1,304.14,1,1,Inactive customer
1360,143,59,3,2234.23,6,1,Inactive customer
1361,204,34,4,2698.06,6,1,Inactive customer
1362,50,41,2,239.75,2,1,Inactive customer
1363,464,3,17,14115.21,12,3,New customer
1364,68,18,2,1164.35,4,3,New customer
1365,106,35,4,1128.85,4,1,Inactive customer
1366,181,5,10,6341.64,15,3,New customer
1367,179,7,15,7146.91,12,3,New customer
1368,246,2,31,3711.96,16,0,Regular customer
1369,987,5,21,31819.47,49,0,Regular customer
1370,10,54,1,78.9,1,1,Inactive customer
1371,1477,13,10,43428.75,29,3,New customer
1372,67,17,6,1598.56,8,3,New customer
1373,203,5,7,5476.07,15,3,New customer
1374,131,28,12,2873.77,13,3,New customer
1375,16,14,2,160.33,3,3,New customer
1376,285,3,8,3812.63,7,3,New customer
1377,8,4,1,75.48,1,3,New customer
1378,1030,3,14,106719.83,42,0,Regular customer
1379,316,9,14,5657.13,9,3,New customer
1380,806,10,9,51309.03,38,0,Regular customer
1381,20,80,2,145.8,1,1,Inactive customer
1382,158,5,19,5582.06,11,3,New customer
1383,1906,53,6,18890.2,4,1,Inactive customer
1384,300,4,2,6999.14,3,3,New customer
1385,773,4,23,31336.24,34,0,Regular customer
1386,224,20,8,3379.31,14,3,New customer
1387,102,24,2,435.57,2,3,New customer
1388,485,3,11,27219.37,20,3,New customer
1389,607,7,20,28018.54,30,0,Regular customer
1390,8,23,1,75.48,1,3,New customer
1391,148,27,13,1828.48,7,3,New customer
1392,137,34,5,3990.26,8,1,Inactive customer
1393,977,7,14,54920.28,11,3,New customer
1394,490,3,3,2415.63,3,3,New customer
1395,182,10,5,3889.46,10,3,New customer
1396,29,60,2,805.56,4,1,Inactive customer
1397,40,20,2,237.15,2,3,New customer
1398,111,6,12,1340.0,10,3,New customer
1399,287,3,6,15207.42,14,3,New customer
1400,775,6,13,51426.47,25,3,New customer
1401,502,4,12,34719.01,27,3,New customer
1402,72,5,1,1333.08,4,3,New customer
1403,411,5,12,19906.64,29,0,Regular customer
1404,484,3,31,10711.09,14,0,Regular customer
1405,30,23,1,1520.24,4,3,New customer
1406,368,12,14,20003.07,28,0,Regular customer
1407,840,1,3,69241.9,12,3,New customer
1408,513,6,13,17652.32,25,3,New customer
1409,1708,7,34,60958.29,40,0,Regular customer
1410,105,6,6,2288.48,12,3,New customer
1411,2,79,1,37.18,1,1,Inactive customer
1412,373,6,12,13118.35,14,3,New customer
1413,249,5,6,3897.05,6,3,New customer
1414,81,4,10,2480.77,8,3,New customer
1415,57,34,3,1489.57,7,1,Inactive customer
1416,12,39,2,113.22,1,1,Inactive customer
1417,40,52,1,377.4,1,1,Inactive customer
1418,1926,13,16,130520.21,47,0,Regular customer
1419,808,2,22,17783.1,15,0,Regular customer
1420,104,13,15,1500.12,3,3,New customer
1421,1626,1,3,238177.88,29,3,New customer
1422,3535,49,3,18485.51,2,1,Inactive customer
1423,3,76,1,55.77,1,1,Inactive customer
1424,66,66,1,3936.24,8,1,Inactive customer
1425,204,10,5,9471.0,10,3,New customer
1426,554,20,8,34809.55,12,3,New customer
1427,45,7,16,793.46,7,3,New customer
1428,534,4,10,34214.78,20,3,New customer
1429,105993,2,79,12461473.65,107,2,Profitable customer
1430,88,4,11,1731.34,9,3,New customer
1431,509,2,12,21603.52,24,3,New customer
1432,409,6,11,15872.82,33,0,Regular customer
1433,465,6,7,124394.01,44,0,Regular customer
1434,934,6,24,24880.49,41,0,Regular customer
1435,69,90,1,4823.52,6,1,Inactive customer
1436,1229,3,22,65580.42,33,0,Regular customer
1437,263,11,13,11210.3,19,3,New customer
1438,350,4,10,23777.64,26,3,New customer
1439,803,3,24,20033.76,20,0,Regular customer
1440,219,6,11,4782.96,12,3,New customer
